uf,cidade,candidato,votos_validos,votos_concorrentes,lat,lon
PI,VILA NOVA DO PIAUÍ,CONSTITUINTE EYMAEL,0,2391,-7.1429224,-40.9378562
PI,VILA NOVA DO PIAUÍ,VERA,0,2391,-7.1429224,-40.9378562
PI,VILA NOVA DO PIAUÍ,LÉO PÉRICLES,0,2391,-7.1429224,-40.9378562
PI,VÁRZEA BRANCA,LULA,3219,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,JAIR BOLSONARO,303,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,CIRO GOMES,75,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,SIMONE TEBET,36,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,SORAYA THRONICKE,15,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,PADRE KELMON,3,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,FELIPE D'AVILA,2,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,LÉO PÉRICLES,1,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,VERA,0,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,SOFIA MANZANO,0,3654,-9.2371884,-42.9643784
PI,VÁRZEA BRANCA,CONSTITUINTE EYMAEL,0,3654,-9.2371884,-42.9643784
PI,VÁRZEA GRANDE,LULA,2315,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,JAIR BOLSONARO,454,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,CIRO GOMES,70,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,SORAYA THRONICKE,45,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,SIMONE TEBET,34,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,SOFIA MANZANO,3,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,PADRE KELMON,2,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,FELIPE D'AVILA,1,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,LÉO PÉRICLES,1,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,CONSTITUINTE EYMAEL,0,2925,-6.5460829,-42.2480401
PI,VÁRZEA GRANDE,VERA,0,2925,-6.5460829,-42.2480401
PI,WALL FERRAZ,LULA,2665,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,JAIR BOLSONARO,574,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,CIRO GOMES,64,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,SORAYA THRONICKE,35,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,SIMONE TEBET,17,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,PADRE KELMON,5,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,LÉO PÉRICLES,1,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,VERA,0,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,CONSTITUINTE EYMAEL,0,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,SOFIA MANZANO,0,3361,-7.2339199,-41.911407
PI,WALL FERRAZ,FELIPE D'AVILA,0,3361,-7.2339199,-41.911407
PI,ÁGUA BRANCA,LULA,8835,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,JAIR BOLSONARO,3041,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,CIRO GOMES,263,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,SIMONE TEBET,145,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,SORAYA THRONICKE,42,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,FELIPE D'AVILA,12,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,PADRE KELMON,6,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,SOFIA MANZANO,3,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,LÉO PÉRICLES,1,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,VERA,1,12349,-5.8913922,-42.6361148
PI,ÁGUA BRANCA,CONSTITUINTE EYMAEL,0,12349,-5.8913922,-42.6361148
PR,ABATIÁ,JAIR BOLSONARO,2329,4411,-23.3052967,-50.3102532
PR,ABATIÁ,LULA,1867,4411,-23.3052967,-50.3102532
PR,ABATIÁ,SIMONE TEBET,120,4411,-23.3052967,-50.3102532
PR,ABATIÁ,CIRO GOMES,71,4411,-23.3052967,-50.3102532
PR,ABATIÁ,SORAYA THRONICKE,12,4411,-23.3052967,-50.3102532
PR,ABATIÁ,FELIPE D'AVILA,7,4411,-23.3052967,-50.3102532
PR,ABATIÁ,CONSTITUINTE EYMAEL,2,4411,-23.3052967,-50.3102532
PR,ABATIÁ,PADRE KELMON,2,4411,-23.3052967,-50.3102532
PR,ABATIÁ,SOFIA MANZANO,1,4411,-23.3052967,-50.3102532
PR,ABATIÁ,LÉO PÉRICLES,0,4411,-23.3052967,-50.3102532
PR,ABATIÁ,VERA,0,4411,-23.3052967,-50.3102532
PR,ADRIANÓPOLIS,LULA,2414,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,JAIR BOLSONARO,1379,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,SIMONE TEBET,86,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,CIRO GOMES,49,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,SORAYA THRONICKE,10,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,FELIPE D'AVILA,7,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,PADRE KELMON,6,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,LÉO PÉRICLES,0,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,SOFIA MANZANO,0,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,VERA,0,3951,-24.6557863,-48.9912769
PR,ADRIANÓPOLIS,CONSTITUINTE EYMAEL,0,3951,-24.6557863,-48.9912769
PR,AGUDOS DO SUL,JAIR BOLSONARO,3608,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,LULA,2377,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,SIMONE TEBET,218,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,CIRO GOMES,96,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,SORAYA THRONICKE,39,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,FELIPE D'AVILA,21,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,PADRE KELMON,3,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,CONSTITUINTE EYMAEL,1,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,VERA,0,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,LÉO PÉRICLES,0,6363,-25.9890808,-49.3328175
PR,AGUDOS DO SUL,SOFIA MANZANO,0,6363,-25.9890808,-49.3328175
PR,ALMIRANTE TAMANDARÉ,JAIR BOLSONARO,28400,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,LULA,23050,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,SIMONE TEBET,2979,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,CIRO GOMES,1796,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,SORAYA THRONICKE,436,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,FELIPE D'AVILA,230,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,PADRE KELMON,46,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,SOFIA MANZANO,35,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,LÉO PÉRICLES,23,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,VERA,13,57017,-25.3133048,-49.2997838
PR,ALMIRANTE TAMANDARÉ,CONSTITUINTE EYMAEL,9,57017,-25.3133048,-49.2997838
PR,ALTAMIRA DO PARANÁ,LULA,1391,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,JAIR BOLSONARO,995,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,SIMONE TEBET,109,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,CIRO GOMES,57,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,SORAYA THRONICKE,7,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,PADRE KELMON,1,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,VERA,0,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,SOFIA MANZANO,0,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,CONSTITUINTE EYMAEL,0,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,LÉO PÉRICLES,0,2560,-24.7988854,-52.7131879
PR,ALTAMIRA DO PARANÁ,FELIPE D'AVILA,0,2560,-24.7988854,-52.7131879
PR,ALTO PARANÁ,JAIR BOLSONARO,4030,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,LULA,3509,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,SIMONE TEBET,282,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,CIRO GOMES,150,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,SORAYA THRONICKE,33,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,FELIPE D'AVILA,15,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,PADRE KELMON,4,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,SOFIA MANZANO,4,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,LÉO PÉRICLES,3,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,CONSTITUINTE EYMAEL,2,8032,-23.131247,-52.318893
PR,ALTO PARANÁ,VERA,0,8032,-23.131247,-52.318893
PR,ALTO PARAÍSO,JAIR BOLSONARO,1138,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,LULA,935,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,SIMONE TEBET,67,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,CIRO GOMES,40,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,SORAYA THRONICKE,7,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,FELIPE D'AVILA,4,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,PADRE KELMON,2,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,VERA,1,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,CONSTITUINTE EYMAEL,1,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,LÉO PÉRICLES,0,2195,-23.508137,-53.728537
PR,ALTO PARAÍSO,SOFIA MANZANO,0,2195,-23.508137,-53.728537
PR,ALTO PIQUIRI,LULA,2796,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,JAIR BOLSONARO,2451,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,SIMONE TEBET,142,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,CIRO GOMES,123,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,SORAYA THRONICKE,19,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,FELIPE D'AVILA,16,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,SOFIA MANZANO,2,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,PADRE KELMON,1,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,VERA,1,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,CONSTITUINTE EYMAEL,0,5551,-24.0239021,-53.4417448
PR,ALTO PIQUIRI,LÉO PÉRICLES,0,5551,-24.0239021,-53.4417448
PR,ALTÔNIA,JAIR BOLSONARO,6813,11049,-23.8722004,-53.894037
PR,ALTÔNIA,LULA,3501,11049,-23.8722004,-53.894037
PR,ALTÔNIA,SIMONE TEBET,438,11049,-23.8722004,-53.894037
PR,ALTÔNIA,CIRO GOMES,220,11049,-23.8722004,-53.894037
PR,ALTÔNIA,SORAYA THRONICKE,45,11049,-23.8722004,-53.894037
PR,ALTÔNIA,FELIPE D'AVILA,22,11049,-23.8722004,-53.894037
PR,ALTÔNIA,PADRE KELMON,5,11049,-23.8722004,-53.894037
PR,ALTÔNIA,SOFIA MANZANO,3,11049,-23.8722004,-53.894037
PR,ALTÔNIA,CONSTITUINTE EYMAEL,2,11049,-23.8722004,-53.894037
PR,ALTÔNIA,LÉO PÉRICLES,0,11049,-23.8722004,-53.894037
PR,ALTÔNIA,VERA,0,11049,-23.8722004,-53.894037
PR,ALVORADA DO SUL,JAIR BOLSONARO,3047,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,LULA,2124,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,SIMONE TEBET,128,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,CIRO GOMES,60,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,SORAYA THRONICKE,21,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,FELIPE D'AVILA,6,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,LÉO PÉRICLES,1,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,PADRE KELMON,1,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,SOFIA MANZANO,0,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,CONSTITUINTE EYMAEL,0,5388,-22.7807269,-51.2307721
PR,ALVORADA DO SUL,VERA,0,5388,-22.7807269,-51.2307721
PR,AMAPORÃ,LULA,1570,3109,-23.094272,-52.786597
PR,AMAPORÃ,JAIR BOLSONARO,1375,3109,-23.094272,-52.786597
PR,AMAPORÃ,SIMONE TEBET,102,3109,-23.094272,-52.786597
PR,AMAPORÃ,CIRO GOMES,47,3109,-23.094272,-52.786597
PR,AMAPORÃ,SORAYA THRONICKE,8,3109,-23.094272,-52.786597
PR,AMAPORÃ,FELIPE D'AVILA,5,3109,-23.094272,-52.786597
PR,AMAPORÃ,VERA,1,3109,-23.094272,-52.786597
PR,AMAPORÃ,LÉO PÉRICLES,1,3109,-23.094272,-52.786597
PR,AMAPORÃ,SOFIA MANZANO,0,3109,-23.094272,-52.786597
PR,AMAPORÃ,CONSTITUINTE EYMAEL,0,3109,-23.094272,-52.786597
PR,AMAPORÃ,PADRE KELMON,0,3109,-23.094272,-52.786597
PR,AMPÉRE,LULA,6687,11887,-25.9168712,-53.4742414
PR,AMPÉRE,JAIR BOLSONARO,4609,11887,-25.9168712,-53.4742414
PR,AMPÉRE,SIMONE TEBET,300,11887,-25.9168712,-53.4742414
PR,AMPÉRE,CIRO GOMES,211,11887,-25.9168712,-53.4742414
PR,AMPÉRE,SORAYA THRONICKE,33,11887,-25.9168712,-53.4742414
PR,AMPÉRE,FELIPE D'AVILA,33,11887,-25.9168712,-53.4742414
PR,AMPÉRE,PADRE KELMON,7,11887,-25.9168712,-53.4742414
PR,AMPÉRE,CONSTITUINTE EYMAEL,3,11887,-25.9168712,-53.4742414
PR,AMPÉRE,LÉO PÉRICLES,2,11887,-25.9168712,-53.4742414
PR,AMPÉRE,VERA,2,11887,-25.9168712,-53.4742414
PR,AMPÉRE,SOFIA MANZANO,0,11887,-25.9168712,-53.4742414
PR,ANAHY,LULA,1049,2129,-24.6450861,-53.1337957
PR,ANAHY,JAIR BOLSONARO,922,2129,-24.6450861,-53.1337957
PR,ANAHY,SIMONE TEBET,87,2129,-24.6450861,-53.1337957
PR,ANAHY,CIRO GOMES,58,2129,-24.6450861,-53.1337957
PR,ANAHY,SORAYA THRONICKE,10,2129,-24.6450861,-53.1337957
PR,ANAHY,FELIPE D'AVILA,2,2129,-24.6450861,-53.1337957
PR,ANAHY,VERA,1,2129,-24.6450861,-53.1337957
PR,ANAHY,LÉO PÉRICLES,0,2129,-24.6450861,-53.1337957
PR,ANAHY,PADRE KELMON,0,2129,-24.6450861,-53.1337957
PR,ANAHY,SOFIA MANZANO,0,2129,-24.6450861,-53.1337957
PR,ANAHY,CONSTITUINTE EYMAEL,0,2129,-24.6450861,-53.1337957
PR,ANDIRÁ,JAIR BOLSONARO,6589,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,LULA,4972,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,SIMONE TEBET,378,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,CIRO GOMES,271,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,SORAYA THRONICKE,42,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,FELIPE D'AVILA,27,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,PADRE KELMON,11,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,LÉO PÉRICLES,2,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,SOFIA MANZANO,2,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,VERA,2,12297,-23.0494761,-50.2310027
PR,ANDIRÁ,CONSTITUINTE EYMAEL,1,12297,-23.0494761,-50.2310027
PR,ANTONINA,JAIR BOLSONARO,6765,11431,-25.4298854,-48.7125431
PR,ANTONINA,LULA,3817,11431,-25.4298854,-48.7125431
PR,ANTONINA,SIMONE TEBET,491,11431,-25.4298854,-48.7125431
PR,ANTONINA,CIRO GOMES,228,11431,-25.4298854,-48.7125431
PR,ANTONINA,SORAYA THRONICKE,71,11431,-25.4298854,-48.7125431
PR,ANTONINA,FELIPE D'AVILA,31,11431,-25.4298854,-48.7125431
PR,ANTONINA,PADRE KELMON,16,11431,-25.4298854,-48.7125431
PR,ANTONINA,SOFIA MANZANO,6,11431,-25.4298854,-48.7125431
PR,ANTONINA,LÉO PÉRICLES,3,11431,-25.4298854,-48.7125431
PR,ANTONINA,VERA,2,11431,-25.4298854,-48.7125431
PR,ANTONINA,CONSTITUINTE EYMAEL,1,11431,-25.4298854,-48.7125431
PR,ANTONIO OLINTO,LULA,2403,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,JAIR BOLSONARO,2242,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,SIMONE TEBET,293,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,CIRO GOMES,120,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,SORAYA THRONICKE,42,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,FELIPE D'AVILA,15,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,PADRE KELMON,8,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,VERA,0,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,SOFIA MANZANO,0,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,LÉO PÉRICLES,0,5123,-25.9849006,-50.1974516
PR,ANTONIO OLINTO,CONSTITUINTE EYMAEL,0,5123,-25.9849006,-50.1974516
PR,APUCARANA,JAIR BOLSONARO,45398,71806,-23.5525327,-51.4610764
PR,APUCARANA,LULA,20168,71806,-23.5525327,-51.4610764
PR,APUCARANA,SIMONE TEBET,3337,71806,-23.5525327,-51.4610764
PR,APUCARANA,CIRO GOMES,2035,71806,-23.5525327,-51.4610764
PR,APUCARANA,SORAYA THRONICKE,385,71806,-23.5525327,-51.4610764
PR,APUCARANA,FELIPE D'AVILA,362,71806,-23.5525327,-51.4610764
PR,APUCARANA,PADRE KELMON,64,71806,-23.5525327,-51.4610764
PR,APUCARANA,SOFIA MANZANO,23,71806,-23.5525327,-51.4610764
PR,APUCARANA,VERA,12,71806,-23.5525327,-51.4610764
PR,APUCARANA,CONSTITUINTE EYMAEL,11,71806,-23.5525327,-51.4610764
PR,APUCARANA,LÉO PÉRICLES,11,71806,-23.5525327,-51.4610764
PR,ARAPONGAS,JAIR BOLSONARO,45033,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,LULA,14401,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,SIMONE TEBET,2431,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,CIRO GOMES,1474,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,SORAYA THRONICKE,303,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,FELIPE D'AVILA,264,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,PADRE KELMON,49,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,LÉO PÉRICLES,21,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,SOFIA MANZANO,18,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,CONSTITUINTE EYMAEL,11,64011,-23.4152862,-51.4293961
PR,ARAPONGAS,VERA,6,64011,-23.4152862,-51.4293961
PR,ARAPOTI,JAIR BOLSONARO,8864,14362,-24.1457957,-49.8224605
PR,ARAPOTI,LULA,4601,14362,-24.1457957,-49.8224605
PR,ARAPOTI,SIMONE TEBET,491,14362,-24.1457957,-49.8224605
PR,ARAPOTI,CIRO GOMES,296,14362,-24.1457957,-49.8224605
PR,ARAPOTI,SORAYA THRONICKE,56,14362,-24.1457957,-49.8224605
PR,ARAPOTI,FELIPE D'AVILA,31,14362,-24.1457957,-49.8224605
PR,ARAPOTI,PADRE KELMON,12,14362,-24.1457957,-49.8224605
PR,ARAPOTI,SOFIA MANZANO,6,14362,-24.1457957,-49.8224605
PR,ARAPOTI,LÉO PÉRICLES,2,14362,-24.1457957,-49.8224605
PR,ARAPOTI,CONSTITUINTE EYMAEL,2,14362,-24.1457957,-49.8224605
PR,ARAPOTI,VERA,1,14362,-24.1457957,-49.8224605
PR,ARAPUÃ,LULA,1349,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,JAIR BOLSONARO,1045,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,SIMONE TEBET,92,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,CIRO GOMES,48,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,SORAYA THRONICKE,11,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,FELIPE D'AVILA,5,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,PADRE KELMON,3,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,LÉO PÉRICLES,0,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,CONSTITUINTE EYMAEL,0,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,SOFIA MANZANO,0,2553,-24.3079525,-51.7901941
PR,ARAPUÃ,VERA,0,2553,-24.3079525,-51.7901941
PR,ARARUNA,JAIR BOLSONARO,4680,8658,-23.9320308,-52.4976047
PR,ARARUNA,LULA,3423,8658,-23.9320308,-52.4976047
PR,ARARUNA,SIMONE TEBET,342,8658,-23.9320308,-52.4976047
PR,ARARUNA,CIRO GOMES,150,8658,-23.9320308,-52.4976047
PR,ARARUNA,SORAYA THRONICKE,37,8658,-23.9320308,-52.4976047
PR,ARARUNA,FELIPE D'AVILA,16,8658,-23.9320308,-52.4976047
PR,ARARUNA,PADRE KELMON,6,8658,-23.9320308,-52.4976047
PR,ARARUNA,SOFIA MANZANO,2,8658,-23.9320308,-52.4976047
PR,ARARUNA,LÉO PÉRICLES,1,8658,-23.9320308,-52.4976047
PR,ARARUNA,VERA,1,8658,-23.9320308,-52.4976047
PR,ARARUNA,CONSTITUINTE EYMAEL,0,8658,-23.9320308,-52.4976047
PR,ARAUCÁRIA,JAIR BOLSONARO,37999,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,LULA,35403,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,SIMONE TEBET,4321,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,CIRO GOMES,2774,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,SORAYA THRONICKE,677,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,FELIPE D'AVILA,472,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,PADRE KELMON,79,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,SOFIA MANZANO,43,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,LÉO PÉRICLES,38,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,VERA,19,81836,-25.5861107,-49.4051209
PR,ARAUCÁRIA,CONSTITUINTE EYMAEL,11,81836,-25.5861107,-49.4051209
PR,ARIRANHA DO IVAÍ,LULA,1040,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,JAIR BOLSONARO,716,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,SIMONE TEBET,73,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,CIRO GOMES,30,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,FELIPE D'AVILA,4,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,SORAYA THRONICKE,4,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,PADRE KELMON,1,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,SOFIA MANZANO,0,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,CONSTITUINTE EYMAEL,0,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,LÉO PÉRICLES,0,1868,-24.3834527,-51.5876772
PR,ARIRANHA DO IVAÍ,VERA,0,1868,-24.3834527,-51.5876772
PR,ASSAÍ,JAIR BOLSONARO,6066,9376,-23.3736041,-50.8454929
PR,ASSAÍ,LULA,2597,9376,-23.3736041,-50.8454929
PR,ASSAÍ,SIMONE TEBET,444,9376,-23.3736041,-50.8454929
PR,ASSAÍ,CIRO GOMES,202,9376,-23.3736041,-50.8454929
PR,ASSAÍ,SORAYA THRONICKE,34,9376,-23.3736041,-50.8454929
PR,ASSAÍ,FELIPE D'AVILA,23,9376,-23.3736041,-50.8454929
PR,ASSAÍ,PADRE KELMON,6,9376,-23.3736041,-50.8454929
PR,ASSAÍ,SOFIA MANZANO,3,9376,-23.3736041,-50.8454929
PR,ASSAÍ,CONSTITUINTE EYMAEL,1,9376,-23.3736041,-50.8454929
PR,ASSAÍ,LÉO PÉRICLES,0,9376,-23.3736041,-50.8454929
PR,ASSAÍ,VERA,0,9376,-23.3736041,-50.8454929
PR,ASSIS CHATEAUBRIAND,JAIR BOLSONARO,12632,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,LULA,7231,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,SIMONE TEBET,695,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,CIRO GOMES,385,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,SORAYA THRONICKE,76,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,FELIPE D'AVILA,52,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,PADRE KELMON,21,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,VERA,4,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,LÉO PÉRICLES,3,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,SOFIA MANZANO,3,21103,-24.4054826,-53.5120468
PR,ASSIS CHATEAUBRIAND,CONSTITUINTE EYMAEL,1,21103,-24.4054826,-53.5120468
PR,ASTORGA,JAIR BOLSONARO,10530,15498,-23.2350184,-51.6647074
PR,ASTORGA,LULA,4104,15498,-23.2350184,-51.6647074
PR,ASTORGA,SIMONE TEBET,475,15498,-23.2350184,-51.6647074
