uf,cidade,candidato,votos_validos,votos_concorrentes,lat,lon
MG,CARLOS CHAGAS,SIMONE TEBET,298,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,CIRO GOMES,185,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,FELIPE D'AVILA,76,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,SORAYA THRONICKE,16,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,PADRE KELMON,8,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,SOFIA MANZANO,4,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,VERA,2,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,CONSTITUINTE EYMAEL,0,10666,-21.744351,-43.3908675
MG,CARLOS CHAGAS,LÉO PÉRICLES,0,10666,-21.744351,-43.3908675
MG,CARMO DA CACHOEIRA,LULA,3788,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,JAIR BOLSONARO,2407,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,SIMONE TEBET,333,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,CIRO GOMES,147,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,FELIPE D'AVILA,93,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,SORAYA THRONICKE,51,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,SOFIA MANZANO,6,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,PADRE KELMON,3,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,LÉO PÉRICLES,3,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,VERA,3,6834,-21.460556,-45.223334
MG,CARMO DA CACHOEIRA,CONSTITUINTE EYMAEL,0,6834,-21.460556,-45.223334
MG,CARMO DA MATA,LULA,4287,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,JAIR BOLSONARO,2550,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,SIMONE TEBET,340,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,CIRO GOMES,181,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,FELIPE D'AVILA,39,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,SORAYA THRONICKE,26,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,LÉO PÉRICLES,4,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,PADRE KELMON,2,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,VERA,2,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,SOFIA MANZANO,1,7432,-20.558334,-44.8703774
MG,CARMO DA MATA,CONSTITUINTE EYMAEL,0,7432,-20.558334,-44.8703774
MG,CARMO DE MINAS,JAIR BOLSONARO,3462,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,LULA,3448,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,SIMONE TEBET,320,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,CIRO GOMES,142,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,FELIPE D'AVILA,58,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,SORAYA THRONICKE,27,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,LÉO PÉRICLES,6,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,PADRE KELMON,6,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,SOFIA MANZANO,3,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,VERA,2,7475,-22.1216655,-45.1323836
MG,CARMO DE MINAS,CONSTITUINTE EYMAEL,1,7475,-22.1216655,-45.1323836
MG,CARMO DO CAJURU,JAIR BOLSONARO,6747,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,LULA,6416,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,SIMONE TEBET,788,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,CIRO GOMES,407,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,FELIPE D'AVILA,108,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,SORAYA THRONICKE,56,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,PADRE KELMON,6,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,SOFIA MANZANO,5,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,LÉO PÉRICLES,3,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,CONSTITUINTE EYMAEL,1,14537,-20.184444,-44.770834
MG,CARMO DO CAJURU,VERA,0,14537,-20.184444,-44.770834
MG,CARMO DO PARANAÍBA,JAIR BOLSONARO,9356,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,LULA,5538,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,SIMONE TEBET,484,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,CIRO GOMES,273,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,FELIPE D'AVILA,118,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,SORAYA THRONICKE,37,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,PADRE KELMON,5,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,LÉO PÉRICLES,5,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,SOFIA MANZANO,3,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,VERA,1,15820,-18.9992327,-46.306916
MG,CARMO DO PARANAÍBA,CONSTITUINTE EYMAEL,0,15820,-18.9992327,-46.306916
MG,CARMO DO RIO CLARO,JAIR BOLSONARO,6068,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,LULA,4816,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,SIMONE TEBET,502,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,CIRO GOMES,247,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,FELIPE D'AVILA,119,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,SORAYA THRONICKE,51,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,PADRE KELMON,3,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,LÉO PÉRICLES,2,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,SOFIA MANZANO,2,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,CONSTITUINTE EYMAEL,1,11812,-20.973315,-46.1186754
MG,CARMO DO RIO CLARO,VERA,1,11812,-20.973315,-46.1186754
MG,CARMÉSIA,LULA,1028,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,JAIR BOLSONARO,567,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,SIMONE TEBET,55,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,CIRO GOMES,28,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,FELIPE D'AVILA,22,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,SOFIA MANZANO,3,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,PADRE KELMON,0,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,LÉO PÉRICLES,0,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,CONSTITUINTE EYMAEL,0,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,SORAYA THRONICKE,0,1703,-19.0854535,-43.1392003
MG,CARMÉSIA,VERA,0,1703,-19.0854535,-43.1392003
MG,CARMÓPOLIS DE MINAS,LULA,5274,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,JAIR BOLSONARO,4801,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,SIMONE TEBET,466,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,CIRO GOMES,249,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,FELIPE D'AVILA,109,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,SORAYA THRONICKE,25,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,CONSTITUINTE EYMAEL,5,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,PADRE KELMON,5,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,SOFIA MANZANO,4,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,VERA,2,10940,-20.541224,-44.6350611
MG,CARMÓPOLIS DE MINAS,LÉO PÉRICLES,0,10940,-20.541224,-44.6350611
MG,CARNEIRINHO,LULA,3032,5939,-19.6975,-50.688055
MG,CARNEIRINHO,JAIR BOLSONARO,2637,5939,-19.6975,-50.688055
MG,CARNEIRINHO,SIMONE TEBET,170,5939,-19.6975,-50.688055
MG,CARNEIRINHO,CIRO GOMES,63,5939,-19.6975,-50.688055
MG,CARNEIRINHO,FELIPE D'AVILA,29,5939,-19.6975,-50.688055
MG,CARNEIRINHO,SORAYA THRONICKE,4,5939,-19.6975,-50.688055
MG,CARNEIRINHO,PADRE KELMON,2,5939,-19.6975,-50.688055
MG,CARNEIRINHO,LÉO PÉRICLES,2,5939,-19.6975,-50.688055
MG,CARNEIRINHO,VERA,0,5939,-19.6975,-50.688055
MG,CARNEIRINHO,CONSTITUINTE EYMAEL,0,5939,-19.6975,-50.688055
MG,CARNEIRINHO,SOFIA MANZANO,0,5939,-19.6975,-50.688055
MG,CARRANCAS,LULA,1375,2645,-21.4910462,-44.6436151
MG,CARRANCAS,JAIR BOLSONARO,1032,2645,-21.4910462,-44.6436151
MG,CARRANCAS,SIMONE TEBET,122,2645,-21.4910462,-44.6436151
MG,CARRANCAS,CIRO GOMES,71,2645,-21.4910462,-44.6436151
MG,CARRANCAS,SORAYA THRONICKE,22,2645,-21.4910462,-44.6436151
MG,CARRANCAS,FELIPE D'AVILA,17,2645,-21.4910462,-44.6436151
MG,CARRANCAS,SOFIA MANZANO,3,2645,-21.4910462,-44.6436151
MG,CARRANCAS,PADRE KELMON,2,2645,-21.4910462,-44.6436151
MG,CARRANCAS,CONSTITUINTE EYMAEL,1,2645,-21.4910462,-44.6436151
MG,CARRANCAS,VERA,0,2645,-21.4910462,-44.6436151
MG,CARRANCAS,LÉO PÉRICLES,0,2645,-21.4910462,-44.6436151
MG,CARVALHOS,LULA,1520,3018,-22.001667,-44.461667
MG,CARVALHOS,JAIR BOLSONARO,1218,3018,-22.001667,-44.461667
MG,CARVALHOS,SIMONE TEBET,155,3018,-22.001667,-44.461667
MG,CARVALHOS,CIRO GOMES,69,3018,-22.001667,-44.461667
MG,CARVALHOS,FELIPE D'AVILA,32,3018,-22.001667,-44.461667
MG,CARVALHOS,SORAYA THRONICKE,16,3018,-22.001667,-44.461667
MG,CARVALHOS,PADRE KELMON,6,3018,-22.001667,-44.461667
MG,CARVALHOS,LÉO PÉRICLES,1,3018,-22.001667,-44.461667
MG,CARVALHOS,VERA,1,3018,-22.001667,-44.461667
MG,CARVALHOS,CONSTITUINTE EYMAEL,0,3018,-22.001667,-44.461667
MG,CARVALHOS,SOFIA MANZANO,0,3018,-22.001667,-44.461667
MG,CARVALHÓPOLIS,JAIR BOLSONARO,1344,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,LULA,1094,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,SIMONE TEBET,61,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,CIRO GOMES,27,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,FELIPE D'AVILA,18,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,SORAYA THRONICKE,11,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,PADRE KELMON,1,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,LÉO PÉRICLES,1,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,CONSTITUINTE EYMAEL,0,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,VERA,0,2557,-21.7773461,-45.8412117
MG,CARVALHÓPOLIS,SOFIA MANZANO,0,2557,-21.7773461,-45.8412117
MG,CASA GRANDE,JAIR BOLSONARO,956,2093,-20.7937571,-43.928693
MG,CASA GRANDE,LULA,920,2093,-20.7937571,-43.928693
MG,CASA GRANDE,SIMONE TEBET,116,2093,-20.7937571,-43.928693
MG,CASA GRANDE,CIRO GOMES,62,2093,-20.7937571,-43.928693
MG,CASA GRANDE,FELIPE D'AVILA,21,2093,-20.7937571,-43.928693
MG,CASA GRANDE,SORAYA THRONICKE,14,2093,-20.7937571,-43.928693
MG,CASA GRANDE,LÉO PÉRICLES,2,2093,-20.7937571,-43.928693
MG,CASA GRANDE,PADRE KELMON,2,2093,-20.7937571,-43.928693
MG,CASA GRANDE,SOFIA MANZANO,0,2093,-20.7937571,-43.928693
MG,CASA GRANDE,CONSTITUINTE EYMAEL,0,2093,-20.7937571,-43.928693
MG,CASA GRANDE,VERA,0,2093,-20.7937571,-43.928693
MG,CASCALHO RICO,JAIR BOLSONARO,1328,2596,-18.579344,-47.875774
MG,CASCALHO RICO,LULA,1120,2596,-18.579344,-47.875774
MG,CASCALHO RICO,SIMONE TEBET,93,2596,-18.579344,-47.875774
MG,CASCALHO RICO,CIRO GOMES,33,2596,-18.579344,-47.875774
MG,CASCALHO RICO,FELIPE D'AVILA,14,2596,-18.579344,-47.875774
MG,CASCALHO RICO,SORAYA THRONICKE,6,2596,-18.579344,-47.875774
MG,CASCALHO RICO,PADRE KELMON,2,2596,-18.579344,-47.875774
MG,CASCALHO RICO,CONSTITUINTE EYMAEL,0,2596,-18.579344,-47.875774
MG,CASCALHO RICO,VERA,0,2596,-18.579344,-47.875774
MG,CASCALHO RICO,LÉO PÉRICLES,0,2596,-18.579344,-47.875774
MG,CASCALHO RICO,SOFIA MANZANO,0,2596,-18.579344,-47.875774
MG,CATAGUASES,LULA,23298,39577,-21.387426,-42.6957219
MG,CATAGUASES,JAIR BOLSONARO,13514,39577,-21.387426,-42.6957219
MG,CATAGUASES,SIMONE TEBET,1191,39577,-21.387426,-42.6957219
MG,CATAGUASES,CIRO GOMES,1173,39577,-21.387426,-42.6957219
MG,CATAGUASES,FELIPE D'AVILA,242,39577,-21.387426,-42.6957219
MG,CATAGUASES,SORAYA THRONICKE,105,39577,-21.387426,-42.6957219
MG,CATAGUASES,SOFIA MANZANO,19,39577,-21.387426,-42.6957219
MG,CATAGUASES,PADRE KELMON,17,39577,-21.387426,-42.6957219
MG,CATAGUASES,LÉO PÉRICLES,11,39577,-21.387426,-42.6957219
MG,CATAGUASES,CONSTITUINTE EYMAEL,6,39577,-21.387426,-42.6957219
MG,CATAGUASES,VERA,1,39577,-21.387426,-42.6957219
MG,CATAS ALTAS,LULA,2047,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,JAIR BOLSONARO,1202,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,SIMONE TEBET,219,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,CIRO GOMES,123,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,FELIPE D'AVILA,40,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,SORAYA THRONICKE,18,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,LÉO PÉRICLES,5,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,PADRE KELMON,2,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,VERA,1,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,CONSTITUINTE EYMAEL,1,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS,SOFIA MANZANO,0,3658,-20.0748989,-43.4078304
MG,CATAS ALTAS DA NORUEGA,LULA,1913,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,JAIR BOLSONARO,759,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,SIMONE TEBET,99,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,CIRO GOMES,54,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,FELIPE D'AVILA,33,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,SORAYA THRONICKE,5,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,PADRE KELMON,2,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,SOFIA MANZANO,1,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,LÉO PÉRICLES,0,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,VERA,0,2866,-20.690277,-43.4975
MG,CATAS ALTAS DA NORUEGA,CONSTITUINTE EYMAEL,0,2866,-20.690277,-43.4975
MG,CATUJI,LULA,4024,5393,-17.3023659,-41.5166395
MG,CATUJI,JAIR BOLSONARO,1114,5393,-17.3023659,-41.5166395
MG,CATUJI,SIMONE TEBET,120,5393,-17.3023659,-41.5166395
MG,CATUJI,CIRO GOMES,104,5393,-17.3023659,-41.5166395
MG,CATUJI,FELIPE D'AVILA,16,5393,-17.3023659,-41.5166395
MG,CATUJI,SORAYA THRONICKE,7,5393,-17.3023659,-41.5166395
MG,CATUJI,SOFIA MANZANO,3,5393,-17.3023659,-41.5166395
MG,CATUJI,PADRE KELMON,3,5393,-17.3023659,-41.5166395
MG,CATUJI,LÉO PÉRICLES,1,5393,-17.3023659,-41.5166395
MG,CATUJI,VERA,1,5393,-17.3023659,-41.5166395
MG,CATUJI,CONSTITUINTE EYMAEL,0,5393,-17.3023659,-41.5166395
MG,CATUTI,LULA,2221,3135,-15.3597,-42.9628
MG,CATUTI,JAIR BOLSONARO,707,3135,-15.3597,-42.9628
MG,CATUTI,SIMONE TEBET,99,3135,-15.3597,-42.9628
MG,CATUTI,CIRO GOMES,65,3135,-15.3597,-42.9628
MG,CATUTI,FELIPE D'AVILA,27,3135,-15.3597,-42.9628
MG,CATUTI,SORAYA THRONICKE,15,3135,-15.3597,-42.9628
MG,CATUTI,SOFIA MANZANO,1,3135,-15.3597,-42.9628
MG,CATUTI,PADRE KELMON,0,3135,-15.3597,-42.9628
MG,CATUTI,CONSTITUINTE EYMAEL,0,3135,-15.3597,-42.9628
MG,CATUTI,VERA,0,3135,-15.3597,-42.9628
MG,CATUTI,LÉO PÉRICLES,0,3135,-15.3597,-42.9628
MG,CAXAMBU,LULA,6106,12488,-21.9755872,-44.9311403
MG,CAXAMBU,JAIR BOLSONARO,5246,12488,-21.9755872,-44.9311403
MG,CAXAMBU,SIMONE TEBET,636,12488,-21.9755872,-44.9311403
MG,CAXAMBU,CIRO GOMES,341,12488,-21.9755872,-44.9311403
MG,CAXAMBU,FELIPE D'AVILA,102,12488,-21.9755872,-44.9311403
MG,CAXAMBU,SORAYA THRONICKE,37,12488,-21.9755872,-44.9311403
MG,CAXAMBU,PADRE KELMON,9,12488,-21.9755872,-44.9311403
MG,CAXAMBU,SOFIA MANZANO,5,12488,-21.9755872,-44.9311403
MG,CAXAMBU,CONSTITUINTE EYMAEL,3,12488,-21.9755872,-44.9311403
MG,CAXAMBU,LÉO PÉRICLES,3,12488,-21.9755872,-44.9311403
MG,CAXAMBU,VERA,0,12488,-21.9755872,-44.9311403
MG,CEDRO DO ABAETÉ,LULA,432,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,JAIR BOLSONARO,390,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,SIMONE TEBET,50,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,CIRO GOMES,14,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,FELIPE D'AVILA,8,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,PADRE KELMON,0,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,VERA,0,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,SORAYA THRONICKE,0,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,LÉO PÉRICLES,0,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,CONSTITUINTE EYMAEL,0,894,-19.148333,-45.711389
MG,CEDRO DO ABAETÉ,SOFIA MANZANO,0,894,-19.148333,-45.711389
MG,CENTRAL DE MINAS,LULA,1956,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,JAIR BOLSONARO,1895,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,SIMONE TEBET,71,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,CIRO GOMES,62,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,FELIPE D'AVILA,42,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,SORAYA THRONICKE,12,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,SOFIA MANZANO,4,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,PADRE KELMON,2,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,VERA,1,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,LÉO PÉRICLES,1,4046,-18.7612885,-41.3071204
MG,CENTRAL DE MINAS,CONSTITUINTE EYMAEL,0,4046,-18.7612885,-41.3071204
MG,CENTRALINA,LULA,3638,5632,-18.5843349,-49.1954739
MG,CENTRALINA,JAIR BOLSONARO,1742,5632,-18.5843349,-49.1954739
MG,CENTRALINA,SIMONE TEBET,131,5632,-18.5843349,-49.1954739
MG,CENTRALINA,CIRO GOMES,86,5632,-18.5843349,-49.1954739
MG,CENTRALINA,FELIPE D'AVILA,23,5632,-18.5843349,-49.1954739
MG,CENTRALINA,SORAYA THRONICKE,9,5632,-18.5843349,-49.1954739
MG,CENTRALINA,PADRE KELMON,2,5632,-18.5843349,-49.1954739
MG,CENTRALINA,SOFIA MANZANO,1,5632,-18.5843349,-49.1954739
MG,CENTRALINA,LÉO PÉRICLES,0,5632,-18.5843349,-49.1954739
MG,CENTRALINA,CONSTITUINTE EYMAEL,0,5632,-18.5843349,-49.1954739
MG,CENTRALINA,VERA,0,5632,-18.5843349,-49.1954739
MG,CHALÉ,LULA,2133,4033,-20.0419748,-41.6914563
MG,CHALÉ,JAIR BOLSONARO,1764,4033,-20.0419748,-41.6914563
MG,CHALÉ,SIMONE TEBET,60,4033,-20.0419748,-41.6914563
MG,CHALÉ,CIRO GOMES,44,4033,-20.0419748,-41.6914563
MG,CHALÉ,FELIPE D'AVILA,25,4033,-20.0419748,-41.6914563
MG,CHALÉ,SORAYA THRONICKE,4,4033,-20.0419748,-41.6914563
MG,CHALÉ,SOFIA MANZANO,1,4033,-20.0419748,-41.6914563
MG,CHALÉ,PADRE KELMON,1,4033,-20.0419748,-41.6914563
MG,CHALÉ,LÉO PÉRICLES,1,4033,-20.0419748,-41.6914563
MG,CHALÉ,CONSTITUINTE EYMAEL,0,4033,-20.0419748,-41.6914563
MG,CHALÉ,VERA,0,4033,-20.0419748,-41.6914563
MG,CHAPADA DO NORTE,LULA,4354,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,JAIR BOLSONARO,749,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,CIRO GOMES,102,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,SIMONE TEBET,77,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,FELIPE D'AVILA,44,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,PADRE KELMON,6,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,SORAYA THRONICKE,4,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,CONSTITUINTE EYMAEL,2,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,SOFIA MANZANO,1,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,VERA,1,5340,-17.0880036,-42.5380774
MG,CHAPADA DO NORTE,LÉO PÉRICLES,0,5340,-17.0880036,-42.5380774
MG,CHAPADA GAÚCHA,LULA,4070,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,JAIR BOLSONARO,1917,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,SIMONE TEBET,162,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,CIRO GOMES,75,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,FELIPE D'AVILA,25,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,SORAYA THRONICKE,4,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,SOFIA MANZANO,3,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,LÉO PÉRICLES,2,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,CONSTITUINTE EYMAEL,1,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,PADRE KELMON,0,6259,-15.2946253,-45.6284904
MG,CHAPADA GAÚCHA,VERA,0,6259,-15.2946253,-45.6284904
MG,CHIADOR,LULA,1179,2303,-22.002778,-43.057222
MG,CHIADOR,JAIR BOLSONARO,966,2303,-22.002778,-43.057222
MG,CHIADOR,SIMONE TEBET,95,2303,-22.002778,-43.057222
MG,CHIADOR,CIRO GOMES,32,2303,-22.002778,-43.057222
MG,CHIADOR,FELIPE D'AVILA,20,2303,-22.002778,-43.057222
MG,CHIADOR,SORAYA THRONICKE,11,2303,-22.002778,-43.057222
MG,CHIADOR,CONSTITUINTE EYMAEL,0,2303,-22.002778,-43.057222
MG,CHIADOR,VERA,0,2303,-22.002778,-43.057222
MG,CHIADOR,SOFIA MANZANO,0,2303,-22.002778,-43.057222
MG,CHIADOR,LÉO PÉRICLES,0,2303,-22.002778,-43.057222
MG,CHIADOR,PADRE KELMON,0,2303,-22.002778,-43.057222
MG,CHÁCARA,LULA,1725,2980,-21.6727567,-43.2206851
MG,CHÁCARA,JAIR BOLSONARO,1070,2980,-21.6727567,-43.2206851
MG,CHÁCARA,SIMONE TEBET,90,2980,-21.6727567,-43.2206851
MG,CHÁCARA,CIRO GOMES,58,2980,-21.6727567,-43.2206851
MG,CHÁCARA,FELIPE D'AVILA,22,2980,-21.6727567,-43.2206851
MG,CHÁCARA,SORAYA THRONICKE,12,2980,-21.6727567,-43.2206851
MG,CHÁCARA,PADRE KELMON,3,2980,-21.6727567,-43.2206851
MG,CHÁCARA,LÉO PÉRICLES,0,2980,-21.6727567,-43.2206851
MG,CHÁCARA,CONSTITUINTE EYMAEL,0,2980,-21.6727567,-43.2206851
MG,CHÁCARA,SOFIA MANZANO,0,2980,-21.6727567,-43.2206851
MG,CHÁCARA,VERA,0,2980,-21.6727567,-43.2206851
MG,CIPOTÂNEA,LULA,2362,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,JAIR BOLSONARO,1001,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,SIMONE TEBET,147,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,CIRO GOMES,81,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,FELIPE D'AVILA,48,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,SORAYA THRONICKE,6,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,SOFIA MANZANO,2,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,CONSTITUINTE EYMAEL,1,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,VERA,1,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,PADRE KELMON,0,3649,-20.905278,-43.365556
MG,CIPOTÂNEA,LÉO PÉRICLES,0,3649,-20.905278,-43.365556
MG,CLARAVAL,JAIR BOLSONARO,2286,3604,-20.4019611,-47.2851534
MG,CLARAVAL,LULA,1087,3604,-20.4019611,-47.2851534
MG,CLARAVAL,SIMONE TEBET,147,3604,-20.4019611,-47.2851534
